"scientificname";"worms_id";"rank";"species";"worms_id_species";"count"
"Leucandra spinifera";871080;"Species";"Leucandra spinifera";871080;1
"Solenolaimus obtusus";121758;"Species";"Solenolaimus obtusus";121758;1
"Discocephalus rotatorius";427633;"Species";"Discocephalus rotatorius";427633;1
"Domorganus suecicus";865391;"Species";"Domorganus suecicus";865391;1
"Homostichanthus duerdeni";418868;"Species";"Homostichanthus duerdeni";418868;1
"Rhinoptera javanica";217429;"Species";"Rhinoptera javanica";217429;1
"Gymnothorax richardsonii";271882;"Species";"Gymnothorax richardsonii";271882;1
"Halamphora turgida";624140;"Species";"Halamphora turgida";624140;1
"Hymedesmia (Hymedesmia) laevistylus";380411;"Species";"Hymedesmia (Hymedesmia) laevistylus";380411;1
"Pontogeneia inermis";102223;"Species";"Pontogeneia inermis";102223;1
"Erythrops peterdohrni";120004;"Species";"Erythrops peterdohrni";120004;1
"Natsushima bifurcata";329444;"Species";"Natsushima bifurcata";329444;1
"Eumonhystera similis";583185;"Species";"Eumonhystera similis";583185;1
"Mesonerilla fagei";130433;"Species";"Mesonerilla fagei";130433;1
"Amphorella laackmanni";752001;"Species";"Amphorella laackmanni";752001;1
"Nassarius arcularia plicatus";142017;"Subspecies";"Nassarius arcularia";140491;1
"Triactis producta";220506;"Species";"Triactis producta";220506;1
"Zoothamnium elegans";428861;"Species";"Zoothamnium elegans";428861;1
"Mustelus canis";158518;"Species";"Mustelus canis";158518;1
"Tisbe ensifer";116663;"Species";"Tisbe ensifer";116663;1
"Syracosphaera cupulifera";840391;"Species";"Syracosphaera cupulifera";840391;1
"Aurivillialepas falcata";106172;"Species";"Aurivillialepas falcata";106172;1
"Sphaerotylus borealis";134221;"Species";"Sphaerotylus borealis";134221;1
"Anthus petrosus petrosus";232064;"Subspecies";"Anthus petrosus";232063;1
"Suberites bursa";134272;"Species";"Suberites bursa";134272;1
"Comesomatinae";2238;"Subfamily";"";;1
"Cirrophorus turcicus";1043815;"Species";"Cirrophorus turcicus";1043815;1
"Tryblionella gracilis";176414;"Species";"Tryblionella gracilis";176414;1
"Vortex ferrugineus";483368;"Species";"Vortex ferrugineus";483368;1
"Hypererythrops zimmeri";120043;"Species";"Hypererythrops zimmeri";120043;1
"Microvirgula";571369;"Genus";"";;1
"Cirrophorus nikebianchii";1035451;"Species";"Cirrophorus nikebianchii";1035451;1
"Chelidonisis aurantiaca aurantiaca";;"Subspecies";"Chelidonisis aurantiaca";125372;1
"Trididemnum translucidum";103599;"Species";"Trididemnum translucidum";103599;1
"Lepetodrilus ovalis";449977;"Species";"Lepetodrilus ovalis";449977;1
"Phanodermopsis longicauda";121816;"Species";"Phanodermopsis longicauda";121816;1
"Staurolithites";602104;"Genus";"";;1
"Narcine maculata";367293;"Species";"Narcine maculata";367293;1
"Pareudesmoscolex papillosus";121137;"Species";"Pareudesmoscolex papillosus";121137;1
"Campylodiscus clypeus";163816;"Species";"Campylodiscus clypeus";163816;1
"Peltocoxa mediterranea";101987;"Species";"Peltocoxa mediterranea";101987;1
"Biddulphia weissflogii";465381;"Species";"Biddulphia weissflogii";465381;1
"Pontocypria";127687;"Genus";"";;1
"Dendoricella obesichela";169094;"Species";"Dendoricella obesichela";169094;1
"Lineolia sieboldii";120674;"Species";"Lineolia sieboldii";120674;1
"Pareurystomina biserialis";122099;"Species";"Pareurystomina biserialis";122099;1
"Comanthus wahlbergii";213328;"Species";"Comanthus wahlbergii";213328;1
"Benthomisophria palliata";119206;"Species";"Benthomisophria palliata";119206;1
"Nezumia atlantica";272398;"Species";"Nezumia atlantica";272398;1
"Chlorochytrium";143949;"Genus";"";;1
"Chartella tenella";111366;"Species";"Chartella tenella";111366;1
"Haliplectus bickneri";121222;"Species";"Haliplectus bickneri";121222;1
"Choristella";137780;"Genus";"";;1
"Acrochaetium humile";144356;"Species";"Acrochaetium humile";144356;1
"Richtersia norvegica";120947;"Species";"Richtersia norvegica";120947;1
"Trichethmolaimus";2324;"Genus";"";;1
"Philactinoposthia helgolandica";142561;"Species";"Philactinoposthia helgolandica";142561;1
"Bathypallenopsis scoparia";240259;"Species";"Bathypallenopsis scoparia";240259;1
"Parathalestris dovi";116599;"Species";"Parathalestris dovi";116599;1
"Amphiura joubini";173116;"Species";"Amphiura joubini";173116;1
"Paralactobacillus";571333;"Genus";"";;1
"Ophelia denticulata";155463;"Species";"Ophelia denticulata";155463;1
"Paramecynostomum carchedonium";142686;"Species";"Paramecynostomum carchedonium";142686;1
"Grania pusilla";137417;"Species";"Grania pusilla";137417;1
"Favulina squamosa";466195;"Species";"Favulina squamosa";466195;1
"Chasmodes bosquianus";159598;"Species";"Chasmodes bosquianus";159598;1
"Microlaimoidea";2152;"Superfamily";"";;1
"Melanella sinuosa";566157;"Species";"Melanella sinuosa";566157;1
"Bylgides acutisetis";130730;"Species";"Bylgides acutisetis";130730;1
"Loxophyllum dragescoi";426650;"Species";"Loxophyllum dragescoi";426650;1
"Ophiura imprudens";124920;"Species";"Ophiura imprudens";124920;1
"Marginaster capreensis";124108;"Species";"Marginaster capreensis";124108;1
"Oncousoecia occulta";470893;"Species";"Oncousoecia occulta";470893;1
"Notochaetosoma killieri";121056;"Species";"Notochaetosoma killieri";121056;1
"Hemiramphus balao";159278;"Species";"Hemiramphus balao";159278;1
"Arcanobacterium";559516;"Genus";"";;1
"Radiella alvea";170672;"Species";"Radiella alvea";170672;1
"Lunucardia auricula";466593;"";"";;1
"Urocaridella antonbruunii";220201;"Species";"Urocaridella antonbruunii";220201;1
"Eurycletodes (Oligocletodes) major";116723;"Species";"Eurycletodes (Oligocletodes) major";116723;1
"Comesoma similis";229861;"Species";"Comesoma similis";229861;1
"Paraprionospio";129618;"Genus";"";;1
"Protoglossus bocki";746853;"Species";"Protoglossus bocki";746853;1
"Convoluta variabilis";142613;"Species";"Convoluta variabilis";142613;1
"Lituolidae";111966;"Family";"";;1
"Aglaophenia latecarinata";117278;"Species";"Aglaophenia latecarinata";117278;1
"Paracetonurus";221504;"Genus";"";;1
"Spio setosa";157573;"Species";"Spio setosa";157573;1
"Alticus kirkii kirkii";219233;"Subspecies";"Alticus kirkii";219233;1
"Hymedesmia (Hymedesmia) grandis";133577;"Species";"Hymedesmia (Hymedesmia) grandis";133577;1
"Hastula";205904;"Genus";"";;1
"Rostanga";138461;"Genus";"";;1
"Limea lirata";388570;"Species";"Limea lirata";388570;1
"Euchromadora tridentata";120729;"Species";"Euchromadora tridentata";120729;1
"Siganus spinus";219689;"Species";"Siganus spinus";219689;1
"Acanthaspidia laevis";118512;"Species";"Acanthaspidia laevis";118512;1
"Simognathus";114792;"Genus";"";;1
"Trachyneis";149146;"Genus";"";;1
"Stellaria testigera digitata";468069;"Subspecies";"Stellaria testigera";468050;1
"Comatulidae";828512;"Family";"";;1
"Microlaimus borealis";121070;"Species";"Microlaimus borealis";121070;1
"Theristus acriformis";121602;"Species";"Theristus acriformis";121602;1
"Sciadonus pedicellaris";126653;"Species";"Sciadonus pedicellaris";126653;1
"Acantholaimus akvavitus";182942;"Species";"Acantholaimus akvavitus";182942;1
"Siphonochalina balearica";132745;"Species";"Siphonochalina balearica";132745;1
"Ampelisca pectenata";179882;"Species";"Ampelisca pectenata";179882;1
"Kentrophoros latum";163631;"Species";"Kentrophoros latum";163631;1
"Dasynemoides crassus";387850;"Species";"Dasynemoides crassus";387850;1
"Cheilio inermis";218948;"Species";"Cheilio inermis";218948;1
"Zoidbergus vicinus";832090;"Species";"Zoidbergus vicinus";832090;1
"Hymedesmia (Hymedesmia) storea";133651;"Species";"Hymedesmia (Hymedesmia) storea";133651;1
"Cervonema proximamphidum";867510;"Species";"Cervonema proximamphidum";867510;1
"Cladophora koiei";641336;"Species";"Cladophora koiei";641336;1
"Odontoporella";153735;"Genus";"";;1
"Xenodasys riedli";378298;"Species";"Xenodasys riedli";378298;1
"Chaetoceros filiforme";961793;"Species";"Chaetoceros filiforme";961793;1
"Amblyosyllis";129645;"Genus";"";;1
"Nemella ocellata";121240;"Species";"Nemella ocellata";121240;1
"Mycale (Carmia) fascibula";168580;"Species";"Mycale (Carmia) fascibula";168580;1
"Anthopharynx vaginatus";143369;"Species";"Anthopharynx vaginatus";143369;1
"Echeneibothrium variabile";105297;"Species";"Echeneibothrium variabile";105297;1
"Paranannopus caheti";115848;"Species";"Paranannopus caheti";115848;1
"Propeamussium meridionale";197392;"Species";"Propeamussium meridionale";197392;1
"Prosphaerolaimus eurypharynx";121674;"Species";"Prosphaerolaimus eurypharynx";121674;1
"Ceratozetes";150404;"Genus";"";;1
"Amphichaeta";137355;"Genus";"";;1
"Thenea microclada";170305;"Species";"Thenea microclada";170305;1
"Pseudmecynostomum bruneum";142693;"Species";"Pseudmecynostomum bruneum";142693;1
"Fenestraja plutonia";158550;"Species";"Fenestraja plutonia";158550;1
"Styloptocuma dayae";182543;"Species";"Styloptocuma dayae";182543;1
"Araeolaimus gajevskii";121385;"Species";"Araeolaimus gajevskii";121385;1
"Axius";107067;"Genus";"";;1
"Stromateus";126090;"Genus";"";;1
"Cylindrostoma gracilis";142871;"Species";"Cylindrostoma gracilis";142871;1
"Eustomias paucifilis";275126;"Species";"Eustomias paucifilis";275126;1
"Scheloribates";150403;"Genus";"";;1
"Aesopia cornuta";219819;"Species";"Aesopia cornuta";219819;1
"Ceratium geniculatum";109952;"Species";"Ceratium geniculatum";109952;1
"Psolus operculatus";124709;"Species";"Psolus operculatus";124709;1
"Rectobuntonia miranda";128391;"Species";"Rectobuntonia miranda";128391;1
"Cyphocaris polaris";102556;"Species";"Cyphocaris polaris";102556;1
"Calcinus latens";208677;"Species";"Calcinus latens";208677;1
"Leptolaimus trichodes";121285;"Species";"Leptolaimus trichodes";121285;1
"Solariella lusitanica";141837;"Species";"Solariella lusitanica";141837;1
"Eudendrium glomeratum";117548;"Species";"Eudendrium glomeratum";117548;1
"Oncholaimus septentrionalis";122180;"Species";"Oncholaimus septentrionalis";122180;1
"Mauritia eglantina";527783;"Species";"Mauritia eglantina";527783;1
"Amphimonhystrella unita";230123;"Species";"Amphimonhystrella unita";230123;1
"Pteroctopus hoylei";342051;"Species";"Pteroctopus hoylei";342051;1
"Nitrosococcus";570394;"Genus";"";;1
"Hemicytherura cellulosa";128058;"Species";"Hemicytherura cellulosa";128058;1
"Propontocypris pirifera";128452;"Species";"Propontocypris pirifera";128452;1
"Limnodromus scolopaceus";158957;"Species";"Limnodromus scolopaceus";158957;1
"Xanthocalanus subagilis";104715;"Species";"Xanthocalanus subagilis";104715;1
"Aegialoalaimus tenuis";121187;"Species";"Aegialoalaimus tenuis";121187;1
"Pselionema dissimile";230840;"Species";"Pselionema dissimile";230840;1
"Orzeliscus belopus";136701;"Species";"Orzeliscus belopus";136701;1
"Vozzhennikovia";604661;"Genus";"";;1
"Chilodontopsis vorax";163551;"Species";"Chilodontopsis vorax";163551;1
"Zonophryxus grimaldii";258016;"Species";"Zonophryxus grimaldii";258016;1
"Desmolaimus mirabilis";121651;"Species";"Desmolaimus mirabilis";121651;1
"Choerodon";204382;"Genus";"";;1
"Crella (Yvesia) richardi";169085;"Species";"Crella (Yvesia) richardi";169085;1
"Entomoplasma";571278;"Genus";"";;1
"Acropoma";205299;"Genus";"";;1
"Polycopsis quadridentata";127893;"Species";"Polycopsis quadridentata";127893;1
"Ephydridae";118101;"Family";"";;1
"Oxypora crassispinosa";288351;"Species";"Oxypora crassispinosa";288351;1
"Boreonymphon compactum";134677;"Species";"Boreonymphon compactum";134677;1
"Onuphis farensis";817415;"Species";"Onuphis farensis";817415;1
"Thinoseius";150420;"Genus";"";;1
"Lissodendoryx (Ectyodoryx) diversichela";133432;"Species";"Lissodendoryx (Ectyodoryx) diversichela";133432;1
"Dendrobrachia multispina";289792;"Species";"Dendrobrachia multispina";289792;1
"Metapenaeus";106818;"Genus";"";;1
"Hymedesmia (Hymedesmia) filans";169172;"Species";"Hymedesmia (Hymedesmia) filans";169172;1
"Dinophysis operculoides";109640;"Species";"Dinophysis operculoides";109640;1
"Microgobius gulosus";158804;"Species";"Microgobius gulosus";158804;1
"Bulimina subulata";113050;"Species";"Bulimina subulata";113050;1
"Parazoanthus axinellae mülleri";;"Subspecies";"Parazoanthus axinellae";101055;1
"Sagartia elegans aurantiaca";856420;"Subspecies";"Sagartia elegans";100991;1
"Ellisellidae";125274;"Family";"";;1
"Agabiformius orientalis";258720;"Species";"Agabiformius orientalis";258720;1
"Crellastrina alecto";133492;"Species";"Crellastrina alecto";133492;1
"Sertularella lagenoides";152079;"Species";"Sertularella lagenoides";152079;1
"Choniosphaera maenadis";135906;"Species";"Choniosphaera maenadis";135906;1
"Osedax rogersi";763649;"Species";"Osedax rogersi";763649;1
"Bolinichthys";125816;"Genus";"";;1
"Thrombus abyssi var. niger";134514;"Variety";"Thrombus abyssi";134109;1
"Hypnea spinella";145635;"Species";"Hypnea spinella";145635;1
"Cinetochilum margaritaceum";417436;"Species";"Cinetochilum margaritaceum";417436;1
"Rhynchothorax mediterraneus";134750;"Species";"Rhynchothorax mediterraneus";134750;1
"Odontophora paratenuicaudata";121331;"Species";"Odontophora paratenuicaudata";121331;1
"Manunema kuwaitiensis";584264;"Species";"Manunema kuwaitiensis";584264;1
"Cibicidoides dorsoconvexus";1027875;"Species";"Cibicidoides dorsoconvexus";1027875;1
"Pleuronea fenestrata";472566;"Species";"Pleuronea fenestrata";472566;1
"Epizoanthus arenaceus neapolitanus";581438;"Subspecies";"Epizoanthus arenaceus";101023;1
"Ancistrum nuculae";427152;"Species";"Ancistrum nuculae";427152;1
"Haploops islandica";991827;"Species";"Haploops islandica";991827;1
"Paranemertes neesii";122718;"Species";"Paranemertes neesii";122718;1
"Spongia (Spongia) zimocca";165251;"Species";"Spongia (Spongia) zimocca";165251;1
"Bispira primaoculata";1023088;"Species";"Bispira primaoculata";1023088;1
"Chamobates";150408;"Genus";"";;1
"Campylobacter";570218;"Genus";"";;1
"Nebaliidae";147029;"Family";"";;1
"Stigonema";494184;"Genus";"";;1
"Australoecia micra";460396;"Species";"Australoecia micra";460396;1
"Dolopichthys allector";126562;"Species";"Dolopichthys allector";126562;1
"Aequorea henleana";751399;"Species";"Aequorea henleana";751399;1
"Dictyopteris delicatula";145357;"Species";"Dictyopteris delicatula";145357;1
"Lichomolgus canui";128875;"Species";"Lichomolgus canui";128875;1
"Eugerdella minutula";255689;"Species";"Eugerdella minutula";255689;1
"Hamacantha (Vomerula) azorica";737981;"Species";"Hamacantha (Vomerula) azorica";737981;1
"Pterognathus longostilo";143103;"Species";"Pterognathus longostilo";143103;1
"Darwinella intermedia";132309;"Species";"Darwinella intermedia";132309;1
"Edgertonia tolerans";113916;"Species";"Edgertonia tolerans";113916;1
"Wieseria longiseta";122066;"Species";"Wieseria longiseta";122066;1
"Lucicutia longispina";104604;"Species";"Lucicutia longispina";104604;1
"Stelletta dorsigera";133972;"Species";"Stelletta dorsigera";133972;1
"Ceratium tripos atlanticum";345375;"Subspecies";"Ceratium tripos";109982;1
"Ambassis gymnocephalus";220044;"Species";"Ambassis gymnocephalus";220044;1
"Archilina brachycirrus";143515;"Species";"Archilina brachycirrus";143515;1
"Carcharodorhynchus ambronensis";143241;"Species";"Carcharodorhynchus ambronensis";143241;1
"Xenotrichula micracantha";114565;"Species";"Xenotrichula micracantha";114565;1
"Apseudes rotundifrons";136280;"Species";"Apseudes rotundifrons";136280;1
"Bonellia thomensis";183022;"Species";"Bonellia thomensis";183022;1
"Planularia halophora";735015;"Species";"Planularia halophora";735015;1
"Nautosphaeria";100159;"Genus";"";;1
"Nerophis aequoreus";393171;"Species";"Nerophis aequoreus";393171;1
"Zelentia ninel";1036934;"Species";"Zelentia ninel";1036934;1
"Chromadora sabelloides";120686;"Species";"Chromadora sabelloides";120686;1
"Lucicutia wolfendeni";104615;"Species";"Lucicutia wolfendeni";104615;1
"Helicolenus lahillei";274767;"Species";"Helicolenus lahillei";274767;1
"Circe rugifera";507519;"Species";"Circe rugifera";507519;1
"Pseudoconvoluta aurantiaca";484579;"Species";"Pseudoconvoluta aurantiaca";484579;1
"Dentalina sulcata";991785;"Species";"Dentalina sulcata";991785;1
"Thambema golanachum";118811;"Species";"Thambema golanachum";118811;1
"Nudora steineri";121109;"Species";"Nudora steineri";121109;1
"Unciola crassipes";102056;"Species";"Unciola crassipes";102056;1
"Chlamydocapsa";178928;"Genus";"";;1
"Gyrodinium corallinum";232922;"Species";"Gyrodinium corallinum";232922;1
"Thalassiosira monoporocyclus";345548;"Species";"Thalassiosira monoporocyclus";345548;1
"Dehalococcoides";571135;"Family";"";;1
"Heniochus monoceros";218764;"Species";"Heniochus monoceros";218764;1
"Mesodasys laticaudatus";114595;"Species";"Mesodasys laticaudatus";114595;1
"Philomedes charcoti";291449;"Species";"Philomedes charcoti";291449;1
"Nassarius delicatus";215727;"Species";"Nassarius delicatus";215727;1
"Ectinosoma spinipes";351279;"Species";"Ectinosoma spinipes";351279;1
"Oncholaimus vesicarius";122186;"Species";"Oncholaimus vesicarius";122186;1
"Michaelcallianassa indica";477721;"Species";"Michaelcallianassa indica";477721;1
"Childia haplovata";878851;"Species";"Childia haplovata";878851;1
"Liocarpilodes";206517;"Genus";"";;1
"Cheliplanilla cavavulcana";1047339;"Species";"Cheliplanilla cavavulcana";1047339;1
"Astroscopus y-graecum";159252;"Species";"Astroscopus y-graecum";159252;1
"Axinyssa papillosa";165748;"Species";"Axinyssa papillosa";165748;1
"Bathypallenopsis tydemani";240299;"Species";"Bathypallenopsis tydemani";240299;1
"Iotrochota intermedia";1027352;"Species";"Iotrochota intermedia";1027352;1
"Paralaophonte macera";116295;"Species";"Paralaophonte macera";116295;1
"Halorhodospira";571251;"Genus";"";;1
"Endectyon (Endectyon) pilosus";168040;"Species";"Endectyon (Endectyon) pilosus";168040;1
"Navicula bacillum";962386;"Species";"Navicula bacillum";962386;1
"Didymochrysis";578148;"Genus";"";;1
"Oenopota convexigyra";139314;"Species";"Oenopota convexigyra";139314;1
"Cerviniella lagarderei";115736;"Species";"Cerviniella lagarderei";115736;1
"Histioteuthis celetaria";341866;"Species";"Histioteuthis celetaria";341866;1
"Herrmannella barneae";128859;"Species";"Herrmannella barneae";128859;1
"Acrochaetium minimum";373853;"Species";"Acrochaetium minimum";373853;1
"Viaderiana";393676;"Genus";"";;1
"Cylindrinotus pallidus";150840;"Species";"Cylindrinotus pallidus";150840;1
"Ulosa jullieni";168385;"Species";"Ulosa jullieni";168385;1
"Nemertesia belini";285171;"Species";"Nemertesia belini";285171;1
"Acrochaetium microfilum";144367;"Species";"Acrochaetium microfilum";144367;1
"Epinephelus stoliczkae";218225;"Species";"Epinephelus stoliczkae";218225;1
"Halacarellus";114777;"Genus";"";;1
"Idiomysis diadema";878025;"Species";"Idiomysis diadema";878025;1
"Prooncholaimus banyulensis";122188;"Species";"Prooncholaimus banyulensis";122188;1
"Frustulia rhomboides";172442;"Species";"Frustulia rhomboides";172442;1
"Trichoncus hackmani";150503;"Species";"Trichoncus hackmani";150503;1
"Distaplia corolla";103606;"Species";"Distaplia corolla";103606;1
"Polycystis georgii";143202;"Species";"Polycystis georgii";143202;1
"Distioculus minor";116381;"Species";"Distioculus minor";116381;1
"Manzonia crispa";141292;"Species";"Manzonia crispa";141292;1
"Nicothoidae";135530;"Family";"";;1
"Raphitoma (Cirillia) linearis";139371;"Species";"Raphitoma (Cirillia) linearis";139371;1
"Suberites montalbidus";134297;"Species";"Suberites montalbidus";134297;1
"Iotroata dubia";413562;"Species";"Iotroata dubia";413562;1
"Acanthistius cinctus";278721;"Species";"Acanthistius cinctus";278721;1
"Chaetonotus (Chaetonotus) condensus";114481;"Species";"Chaetonotus (Chaetonotus) condensus";114481;1
"Aquitalea";570986;"Genus";"";;1
"Cerithium zebrum";216673;"Species";"Cerithium zebrum";216673;1
"Domorganus subtilis";865390;"Species";"Domorganus subtilis";865390;1
"Ancilla ampla";447992;"Species";"Ancilla ampla";447992;1
"Hymenaster rotundus";815949;"Species";"Hymenaster rotundus";815949;1
"Microstomum crildensis";142788;"Species";"Microstomum crildensis";142788;1
"Paractinia striata";100960;"Species";"Paractinia striata";100960;1
"Pyxicola ligiae";163591;"Species";"Pyxicola ligiae";163591;1
"Astronesthes indicus";127323;"Species";"Astronesthes indicus";127323;1
"Gibberula recondita";139511;"Species";"Gibberula recondita";139511;1
"Alicia";100720;"Genus";"";;1
"Aequipecten flabellum";225277;"Species";"Aequipecten flabellum";225277;1
"Cucullanus platessae";153236;"Species";"Cucullanus platessae";153236;1
"Petrobius brevistylis";118127;"Species";"Petrobius brevistylis";118127;1
"Tedania (Tedania) suctoria";169587;"Species";"Tedania (Tedania) suctoria";169587;1
"Meteoria erythrops";126649;"Species";"Meteoria erythrops";126649;1
"Giardella thompsoni";128776;"Species";"Giardella thompsoni";128776;1
"Tricoma islandica";121170;"Species";"Tricoma islandica";121170;1
"Cladocora arbuscula";286778;"Species";"Cladocora arbuscula";286778;1
"Simocephalus vetulus";148404;"Species";"Simocephalus vetulus";148404;1
"Acrochaetium brebneri";144331;"Species";"Acrochaetium brebneri";144331;1
"Quinqueloculina variolata";112687;"Species";"Quinqueloculina variolata";112687;1
"Paratrochamminoides semipellucidus";919501;"Species";"Paratrochamminoides semipellucidus";919501;1
"Aspidophryxus frontalis";445704;"Species";"Aspidophryxus frontalis";445704;1
"Nitzschia pungens acuta";;"Subspecies";"Nitzschia pungens";160529;1
"Synalpheus tumidomanus tumidomanus";515770;"Subspecies";"Synalpheus tumidomanus";107491;1
"Notolychnus";125830;"Genus";"";;1
"Pteria aegyptiaca";208444;"Species";"Pteria aegyptiaca";208444;1
"Microdesmidae";151423;"Family";"";;1
"Lippistes";564591;"Genus";"";;1
"Hymenocephalus billsam";272372;"Species";"Hymenocephalus billsam";272372;1
"Halichoeres nebulosus";218986;"Species";"Halichoeres nebulosus";218986;1
"Remanella minuta";417066;"Species";"Remanella minuta";417066;1
"Euplotes elegans";417112;"Species";"Euplotes elegans";417112;1
"Gnathorhynchus";142331;"Genus";"";;1
"Halalaimus borealis";122003;"Species";"Halalaimus borealis";122003;1
"Acidomonas";570915;"Genus";"";;1
"Delavalia intermedia";361959;"Species";"Delavalia intermedia";361959;1
"Surirellaceae";149006;"Family";"";;1
"Exogone (Exogone) breviantennata";238227;"Species";"Exogone (Exogone) breviantennata";238227;1
"Baeonectes";118335;"Genus";"";;1
"Acetonema";570900;"Genus";"";;1
"Kentrosiga echina";105638;"Species";"Kentrosiga echina";105638;1
"Nitzschia frustulum";175404;"Species";"Nitzschia frustulum";175404;1
"Ophiacantha veterna";243424;"Species";"Ophiacantha veterna";243424;1
"Eusarsiella cornuta";816224;"Species";"Eusarsiella cornuta";816224;1
"Palaeotropus";123416;"Genus";"";;1
"Epitonium algerianum";139715;"Species";"Epitonium algerianum";139715;1
"Desmodora coniseta";120966;"Species";"Desmodora coniseta";120966;1
"Paraterschellingia fusiformis";121195;"Species";"Paraterschellingia fusiformis";121195;1
"Rhopalorhynchus pedunculatus";266616;"Species";"Rhopalorhynchus pedunculatus";266616;1
"Cliona burtoni";134120;"Species";"Cliona burtoni";134120;1
"Capnella thyrsoidea";209626;"Species";"Capnella thyrsoidea";209626;1
"Pseudameira trisetosa";115606;"Species";"Pseudameira trisetosa";115606;1
"Nannobrachium achirus";221503;"Species";"Nannobrachium achirus";221503;1
"Lohmaniella oviformis";101209;"Species";"Lohmaniella oviformis";101209;1
"Microcythere vitrea";128279;"Species";"Microcythere vitrea";128279;1
"Amphimedon";166654;"Genus";"";;1
"Sigmophoranema monstrosum";121021;"Species";"Sigmophoranema monstrosum";121021;1
"Panopeus africanus";107413;"Species";"Panopeus africanus";107413;1
"Eumecynostomum westbladi";142679;"Species";"Eumecynostomum westbladi";142679;1
"Palmariaceae";143761;"Family";"";;1
"Pyramimonas (Pyramimonas) propulsa";134558;"Species";"Pyramimonas (Pyramimonas) propulsa";134558;1
"Conus fumigatus";181089;"Species";"Conus fumigatus";181089;1
"Erylus mamillaris";134015;"Species";"Erylus mamillaris";134015;1
"Praeaphanostoma parvum";142624;"Species";"Praeaphanostoma parvum";142624;1
"Ceratium declinatum f. normale";422699;"Forma";"Ceratium declinatum";109943;1
"Eucidaris metularia";213369;"Species";"Eucidaris metularia";213369;1
"Oxyonchus pachylabiatus";121905;"Species";"Oxyonchus pachylabiatus";121905;1
"Samythella pacifica";1027165;"Species";"Samythella pacifica";1027165;1
"Chersodromia squamata";832321;"Species";"Chersodromia squamata";832321;1
"Neomerinthe folgori";276262;"Species";"Neomerinthe folgori";276262;1
"Vibilia bovalii";180765;"Species";"Vibilia bovalii";180765;1
"Oceanapia media";184425;"Species";"Oceanapia media";184425;1
"Actinostola crassicornis";172941;"Species";"Actinostola crassicornis";172941;1
"Myrophinae";151824;"Subfamily";"";;1
"Trichotropis";137731;"Genus";"";;1
"Dorylaimida";2140;"Order";"";;1
"Phymorhynchus";137827;"Genus";"";;1
"Haliclona utriculus";132872;"Species";"Haliclona utriculus";132872;1
"Parotoplana varispinosa";559253;"Species";"Parotoplana varispinosa";559253;1
"Tmetonyx caeculus";102735;"Species";"Tmetonyx caeculus";102735;1
"Salpingoeca collaris";105661;"Species";"Salpingoeca collaris";105661;1
"Kali parri";221424;"Species";"Kali parri";221424;1
"Isistius plutodus";277768;"Species";"Isistius plutodus";277768;1
"Scutellidium hippolytes hippolytes";116909;"Subspecies";"Scutellidium hippolytes";116645;1
"Syringonomus typicus";121964;"Species";"Syringonomus typicus";121964;1
"Lagena tricostulata";923196;"Species";"Lagena tricostulata";923196;1
"Dotilla sulcata";207600;"Species";"Dotilla sulcata";207600;1
"Pseudocnus grubei";124657;"Species";"Pseudocnus grubei";124657;1
"Phyllochaetopterus bhaudi";330558;"Species";"Phyllochaetopterus bhaudi";330558;1
"Notolepis coatsi";234695;"Species";"Notolepis coatsi";234695;1
"Enoploides hirsutus";121842;"Species";"Enoploides hirsutus";121842;1
"Anobothrus amourouxi";835357;"Species";"Anobothrus amourouxi";835357;1
"Paracanthonchus stekhoveni";120893;"Species";"Paracanthonchus stekhoveni";120893;1
"Arhodeoporus";114769;"Genus";"";;1
"Aeginoides gaussi";237031;"Species";"Aeginoides gaussi";237031;1
"Naso hexacanthus";219667;"Species";"Naso hexacanthus";219667;1
"Rhombognathides trionyx trionyx";115055;"Subspecies";"Rhombognathides trionyx";115015;1
"Acrosterigma impolitum";381186;"Species";"Acrosterigma impolitum";381186;1
"Spinosapseudes setosus";247119;"Species";"Spinosapseudes setosus";247119;1
"Beroe abyssicola";265150;"Species";"Beroe abyssicola";265150;1
"Paraedwardsia";100735;"Genus";"";;1
"Chiridota";123438;"Genus";"";;1
"Terebellides shetlandica";874599;"Species";"Terebellides shetlandica";874599;1
"Makrokylindrus (Adiastylis) anomalus";182073;"Species";"Makrokylindrus (Adiastylis) anomalus";182073;1
"Cyclopinella tumidula";106537;"Species";"Cyclopinella tumidula";106537;1
"Frustulia";156946;"Genus";"";;1
"Notodelphys thalassae";353937;"Species";"Notodelphys thalassae";353937;1
"Anticoma brevicaudata";121769;"Species";"Anticoma brevicaudata";121769;1
"Amigdoscalpellum";106102;"Genus";"";;1
"Propilidium";138112;"Genus";"";;1
"Verrucaria paulula";147728;"Species";"Verrucaria paulula";147728;1
"Gwynia";104044;"Genus";"";;1
"Racilius compressus";220244;"Species";"Racilius compressus";220244;1
"Oneirodes posti";272637;"Species";"Oneirodes posti";272637;1
"Stygiopontius cladarus";361212;"Species";"Stygiopontius cladarus";361212;1
"Parydra (Parydra) aquila";150912;"Species";"Parydra (Parydra) aquila";150912;1
"Tintinnopsis turbo";427436;"Species";"Tintinnopsis turbo";427436;1
"Monhystera macrolabiata";121459;"Species";"Monhystera macrolabiata";121459;1
