"","species","records","worms_id","rank_name"
"12320",NA,13,559934,"Genus"
"12321",NA,1,559508,"Genus"
"12322",NA,70,416269,"Order"
"12323",NA,2,559463,"Order"
"12324",NA,452,559441,"Class"
"12325",NA,3,391950,"Genus"
"12326",NA,5,744001,"Genus"
"12327",NA,1,414721,"Phylum"
"12328",NA,10,571489,"Genus"
"12329",NA,6,571403,"Genus"
"12330",NA,11,571252,"Genus"
"12331",NA,2,571253,"Genus"
"12332",NA,16,571318,"Genus"
"12333",NA,37,393621,"Genus"
"12334",NA,25,571231,"Genus"
"12335",NA,4,571233,"Genus"
"12336",NA,132,394042,"Genus"
"12337",NA,12,570691,"Genus"
"12338",NA,2,391947,"Genus"
"12339",NA,7,571504,"Genus"
"12340",NA,2,414904,"Family"
"12341",NA,41,394105,"Order"
"12342",NA,2,115472,"Genus"
"12343","Thoonchus inermis",2,229620,"Species"
"12344",NA,3,571271,"Genus"
"12345",NA,4,125323,"Genus"
"12346",NA,97,256,"Family"
"12347",NA,1,146458,"Genus"
"12348",NA,58,247913,"Genus"
"12349","Tiarina fusus",428,247943,"Species"
"12350",NA,1,112000,"Genus"
"12351",NA,706,183533,"Family"
"12352","Tintinnopsis cincta",5,711837,"Species"
"12353","Tintinnopsis karajacensis",3,391614,"Species"
"12354",NA,6,571444,"Genus"
"12355",NA,12,571185,"Genus"
"12356",NA,269,101196,"Genus"
"12357",NA,65,163247,"Genus"
"12358",NA,221,596326,"Division"
"12359",NA,11,125570,"Family"
"12360","Trachyneis aspera",11,149147,"Species"
"12361",NA,1,205143,"Genus"
"12362",NA,86,2593,"Genus"
"12363",NA,12,227168,"Genus"
"12364",NA,16,571472,"Genus"
"12365","Tretomphalus bulloides",3,113184,"Species"
"12366",NA,9,983,"Family"
"12367",NA,41,571223,"Genus"
"12368",NA,50,100048,"Family"
"12369",NA,87,160252,"Order"
"12370",NA,18,425422,"Subclass"
"12371",NA,3,142028,"Order"
"12372","Triconia borealis",811,128956,"Species"
"12373","Triconia minuta",4,128960,"Species"
"12374","Triconia similis",1,128961,"Species"
"12375","Tridacna maxima",3,207675,"Species"
"12376","Trifarina angulosa",467,113756,"Species"
"12377",NA,263,125598,"Family"
"12378",NA,13,2588,"Genus"
"12379","Tripyloides acherusius",11,160999,"Species"
"12380",NA,6,2528,"Genus"
"12381",NA,11,112412,"Genus"
"12382",NA,20,225144,"Subfamily"
"12383",NA,93,571506,"Genus"
"12384",NA,23,562571,"Genus"
"12385",NA,1,101660,"Genus"
"12386",NA,33,122321,"Family"
"12387",NA,10,1603,"Family"
"12388",NA,1684,794,"Class"
"12389","Turborotalita cristata",12,562470,"Species"
"12390",NA,36,571282,"Genus"
"12391",NA,3,571338,"Genus"
"12392",NA,24,152,"Family"
"12393","Turritella maculata",2,215157,"Species"
"12394","Typhlamphiascus confusus",15,116018,"Species"
"12395","Ulva rigida",1,552816,"Variety"
"12396","Ulvaria obscura",95,157123,"Species"
"12397",NA,57,564076,"Genus"
"12398",NA,1,235764,"Genus"
"12399","Undinella oblonga",7,104895,"Species"
"12400",NA,1,125573,"Family"
"12401",NA,1,571408,"Genus"
"12402",NA,23,425626,"Genus"
"12403",NA,9,177258,"Class"
"12404",NA,1,111954,"Family"
"12405",NA,1,2471,"Genus"
"12406",NA,2,559518,"Genus"
"12407",NA,7,571247,"Genus"
"12408",NA,110,570899,"Family"
"12409","Velutina plicatilis",3,141902,"Species"
"12410","Velutina velutina",44,141905,"Species"
"12411",NA,2,23139,"Family"
"12412",NA,43,564175,"Phylum"
"12413",NA,1294,564211,"Family"
"12414",NA,1619,564210,"Order"
"12415",NA,35,571513,"Genus"
"12416","Vertebralina striata",15,112785,"Species"
"12417",NA,11,146419,"Subphylum"
"12418","Vettoria parva",3,129064,"Species"
"12419",NA,388,163725,"Genus"
"12420",NA,148,393079,"Family"
"12421",NA,201,571516,"Genus"
"12422",NA,5,416138,"Genus"
"12423",NA,1,603662,"Genus"
"12424",NA,1,154000,"Family"
"12425",NA,1,576718,"Genus"
"12426",NA,13,571292,"Genus"
"12427",NA,22,571341,"Genus"
"12428","Weyprechtia pinguis",1,102315,"Species"
"12429","Whoia angusta",2,118594,"Species"
"12430",NA,1,571272,"Genus"
"12431",NA,7,394439,"Genus"
"12432",NA,163,562111,"Genus"
"12433",NA,1,393921,"Genus"
"12434",NA,5,571518,"Genus"
"12435",NA,2,570973,"Family"
"12436",NA,301,394050,"Family"
"12437",NA,1,570880,"Order"
"12438","Xanthoria parietina",136,147709,"Species"
"12439","Xema sabini",86,137167,"Species"
"12440",NA,1,23144,"Family"
"12441",NA,16,571273,"Genus"
"12442",NA,67,2190,"Family"
"12443",NA,1,100020,"Order"
"12444",NA,6,571524,"Family"
"12445",NA,1,394114,"Genus"
"12446",NA,7,564083,"Genus"
"12447",NA,45,571274,"Genus"
"12448","Yoldiella intermedia",55,141999,"Species"
"12449","Yoldiella nana",338,142004,"Species"
"12450",NA,5,144055,"Genus"
"12451",NA,1,125617,"Family"
"12452",NA,31,136986,"Family"
"12453",NA,25,125575,"Family"
"12454",NA,3,394095,"Genus"
"12455",NA,14,571436,"Genus"
"12456",NA,22,570431,"Genus"
"12457","Zoothamnium pelagicum",212,196832,"Species"
"12458",NA,288,144233,"Genus"
"12459","Zostera noltei",49,145796,"Species"
"12460","Zygocircus productus",3,493705,"Species"
"12461",NA,5,1368,"Suborder"
"12462","Euthalenessa oculata",11,131064,"Species"
"12463","Claparedepelogenia inclusa",7,131063,"Species"
"12464","Flexopecten flexuosus",3,225259,"Species"
"12465","Cumopsis goodsir",265,110465,"Species"
"12466","Galeodea rugosa",5,139024,"Species"
"12467","Parvicardium hauniense",142,139009,"Species"
"12468","Ornatoscalpellum stroemii",47,106203,"Species"
"12469","Kofoidinium lebourae",1,233165,"Species"
"12470",NA,86,204491,"Genus"
"12471","Dorothia pseudoturris",2,114366,"Species"
"12472",NA,146,167605,"Subgenus"
"12473","Protoperidinium nudum",40,110237,"Species"
"12474","Karlodinium vitiligo",38,233038,"Species"
"12475","Karlodinium veneficum",578,233037,"Species"
"12476","Byblis minuticornis",33,101945,"Species"
"12477","Karenia brevis",196,233015,"Species"
"12478",NA,97,196121,"Superfamily"
"12479","Paraheterorhabdus vipera",3,368128,"Species"
"12480","Protoperidinium solidicorne",16,232935,"Species"
"12481","Astacilla danmoniensis",30,335294,"Species"
"12482","Dipturus nidarosiensis",5,105871,"Species"
"12483",NA,4,195982,"Genus"
"12484","Mobula mobular",476,105858,"Species"
"12485","Mustelus punctulatus",8,105823,"Species"
"12486","Craniella zetlandica",17,171358,"Species"
"12487","Halocladius vitripennis",44,150875,"Species"
"12488","Caprella mutica",90,146768,"Species"
"12489","Eunereis elittoralis",4,130374,"Species"
"12490","Hormosinella guttifera",7,113985,"Species"
"12491","Trypanosyllis (Trypanosyllis) coeliaca",419,335151,"Species"
"12492","Eggerelloides scaber",50,113938,"Species"
"12493","Chaetoceros didymus",8,163054,"Variety"
"12494","Aricidea (Aricidea) curviseta",2,335071,"Species"
"12495","Woronichinia naegeliana",44,146618,"Species"
"12496","Mimachlamys varia",660,236719,"Species"
"12497","Suberites virgultosus",1,134305,"Species"
"12498","Amphidinium acutum",34,109719,"Species"
"12499","Tomopteris (Johnstonella) helgolandica",32,334946,"Species"
"12500",NA,5,126023,"Genus"
"12501",NA,459,19494,"Subclass"
"12502","Mitrocomium cirratum",2,117756,"Species"
"12503","Ophioplinthus tessellata",4,322556,"Species"
"12504","Ophiura saurura",4,322555,"Species"
"12505","Propebela rufa",12,367570,"Species"
"12506","Bathyneaera hadalis",1,408518,"Species"
"12507","Golfingia (Golfingia) margaritacea",272,175027,"Species"
"12508","Eutelichthys leptochirus",20,236466,"Species"
"12509",NA,2,347056,"Genus"
"12510",NA,50,109468,"Genus"
"12511","Scolelepis (Scolelepis) foliosa",202,334741,"Species"
"12512","Rhamphobrachium (Spinigerium) brevibrachiatum",19,334695,"Species"
"12513","Petaloproctus terricolus",16,330500,"Species"
"12514","Haliclona (Reniera) mediterranea",27,166616,"Species"
"12515","Haliclona (Reniera) cinerea",118,166605,"Species"
"12516","Cheilopogon pinnatibarbatus",4,293562,"Subspecies"
"12517","Radiella sarsi",2,170676,"Species"
"12518","Phorbas plumosus",42,133688,"Species"
"12519","Aetideopsis armatus",152,356886,"Species"
"12520","Voragonema pedunculata",1,289269,"Species"
"12521","Curtitoma decussata",5,160236,"Species"
"12522","Symphodus (Symphodus) rostratus",57,127463,"Species"
"12523","Symphodus (Crenilabrus) ocellatus",64,127460,"Species"
"12524","Symphodus (Crenilabrus) melanocercus",40,127458,"Species"
"12525","Symphodus (Crenilabrus) mediterraneus",61,127457,"Species"
"12526","Symphodus (Crenilabrus) doderleini",37,127456,"Species"
"12527",NA,13,135640,"Genus"
"12528","Astacilla spinata",1,367057,"Species"
"12529",NA,25,129483,"Genus"
"12530",NA,1,14783,"Superfamily"
"12531","Leucandra aspera",2,164278,"Species"
"12532",NA,1,14767,"Superfamily"
"12533","Algirosphaera robusta",17,235913,"Species"
"12534","Nicomache (Nicomache) minor",2,334212,"Species"
"12535","Nicomache (Loxochona) quadrispinata",44,334211,"Species"
"12536",NA,2,231793,"Genus"
"12537","Syllis kabilica",1,131438,"Species"
"12538","Diatoma tenue",3,160092,"Species"
"12539","Haliclona (Rhizoniera) viscosa",1121,235864,"Species"
"12540","Thyasira biplicata",4,141655,"Species"
"12541","Schizomavella cornuta",1,221521,"Species"
"12542","Atlanta lesueurii",1,430416,"Species"
"12543",NA,31,14633,"Superfamily"
"12544",NA,6,14629,"Superfamily"
"12545",NA,2,14625,"Superfamily"
"12546","Centrodinium punctatum",4,233744,"Species"
"12547",NA,69,387338,"Superfamily"
"12548","Cleantis prismatica",9,119038,"Species"
"12549","Cibicidoides wuellerstorfi",8,112890,"Species"
"12550","Cibicidoides pseudoungerianus",2,112886,"Species"
"12551","Nudisyllis pulligera",6,248051,"Species"
"12552","Poraniomorpha (Poraniomorpha) hispida",35,125170,"Species"
"12553","Exogone (Exogone) rostrata",6,131306,"Species"
"12554","Exogone (Exogone) acerata",1,131294,"Species"
"12555","Podocorynoides minima",2,284874,"Species"
"12556","Caecognathia stygia",6,118986,"Species"
"12557",NA,1,194,"Family"
"12558",NA,1,177,"Family"
"12559","Pleopis polyphaemoides",1353,247981,"Species"
"12560","Dactylopusia vulgaris",11,116906,"Subspecies"
"12561","Arnoglossus rueppelii",272,127127,"Species"
"12562","Eurypon viride",1,168071,"Species"
"12563","Ophlitaspongia papilla",99,184428,"Species"
"12564",NA,9,292944,"Superfamily"
"12565","Dipolydora flava",629,131118,"Species"
"12566","Savalia savaglia",1,383014,"Species"
"12567","Pseudocuma (Pseudocuma) longicorne",1215,110627,"Species"
"12568","Raspailia (Raspailia) viminalis",2,133154,"Species"
"12569","Serratosagitta bierii",1,266267,"Species"
"12570","Leucon (Leucon) acutirostris",10,110615,"Species"
"12571","Raspaciona aculeata",7,133139,"Species"
"12572","Ophiura violainae",1,124941,"Species"
"12573","Quinqueloculina annectens",3,112612,"Species"
"12574","Acartia (Acartiura) longiremis",4969,346037,"Species"
"12575","Acartia (Acartia) negligens",16,346030,"Species"
"12576","Acartia (Acartia) danae",78,346026,"Species"
"12577","Adelosina bicornis",4,112527,"Species"
"12578","Codium fragile",14,370562,"Subspecies"
"12579","Affinetrina planciana",3,112495,"Species"
"12580","Cornuspira foliacea",2,112487,"Species"
"12581","Acartia (Acanthacartia) tonsa",1341,345943,"Species"
"12582","Proboscia alata",7,251728,"Forma"
"12583","Onychocorycaeus catus",2,128816,"Species"
"12584","Turbonilla pumila",2,141085,"Species"
"12585","Haliclona (Haliclona) simulans",229,132858,"Species"
"12586","Clytia folleata",3,284355,"Species"
"12587","Disseta palumbii",4,345779,"Species"
"12588","Gephyrothuria alcocki",10,124559,"Species"
"12589",NA,75,157256,"Order"
"12590",NA,11,149049,"Family"
"12591","Scalarispongia scalaris",8,165376,"Species"
"12592","Halipteris christii",1,128508,"Species"
"12593","Philomedes (Philomedes) lilljeborgi",24,128460,"Species"
"12594","Peracle reticulata",2,140722,"Species"
"12595","Molgula appendiculata",193,103771,"Species"
"12596","Ammonicera rota",21,140614,"Species"
"12597","Spongia (Spongia) agaricina",12,165160,"Species"
"12598","Bathycrinus carpenterii",19,124170,"Species"
"12599",NA,5,148743,"Subphylum"
"12600","Aplidium turbinatum",352,103670,"Species"
"12601",NA,94,13552,"Order"
"12602","Arichlidon reyssi",2,333033,"Species"
"12603","Acanthopleura vaillantii",3,386273,"Species"
"12604","Aplidium elegans",345,103643,"Species"
"12605","Eudistoma vitreum",24,103624,"Species"
"12606","Gregariella semigranata",9,140453,"Species"
"12607","Amblyopsoides ohlinii",2,119949,"Species"
"12608","Phascolion (Phascolion) strombus",363,410749,"Subspecies"
"12609","Aspidosiphon (Aspidosiphon) muelleri",551,410717,"Subspecies"
"12610","Neotrygon kuhlii",18,398330,"Species"
"12611","Ulva simplex",2,234480,"Species"
"12612","Ulva kylinii",3,234473,"Species"
"12613",NA,5,168908,"Subgenus"
"12614",NA,3,148427,"Family"
"12615","Forcepia (Forcepia) forcipis",1,168859,"Species"
"12616","Testudinalia testudinalis",210,234208,"Species"
"12617","Propebela nobilis",1,160450,"Species"
"12618","Aphelochaeta multibranchis",18,152234,"Species"
"12619","Mycale (Carmia) subclavata",61,168605,"Species"
"12620","Neomormonilla minor",3,344703,"Species"
"12621","Myrianida edwardsi",7,238194,"Species"
"12622","Myrianida convoluta",8,238193,"Species"
"12623","Mycale (Aegogropila) tunicata",1,168550,"Species"
"12624","Mycale (Aegogropila) syrinx",13,168549,"Species"
"12625","Spartina townsendii",1,234041,"Variety"
"12626","Stereoderma kirchsbergii",20,238129,"Species"
"12627",NA,1,121,"Family"
"12628",NA,2,174,"Family"
"12629",NA,5,212,"Order"
"12630",NA,1,824,"Order"
"12631",NA,1,909,"Suborder"
"12632",NA,1,1277,"Subphylum"
"12633",NA,1,1278,"Subphylum"
"12634",NA,2,1385,"Order"
"12635",NA,17,1608,"Family"
"12636",NA,4,1611,"Family"
"12637",NA,1,1647,"Family"
"12638",NA,15,1761,"Family"
"12639",NA,1,1838,"Class"
"12640",NA,1,2019,"Family"
"12641",NA,6,2020,"Family"
"12642",NA,4,10326,"Order"
"12643",NA,9,10919,"Order"
"12644",NA,162,11713,"Order"
"12645",NA,1,13704,"Family"
"12646",NA,1,14656,"Superfamily"
"12647",NA,3,14774,"Superfamily"
"12648",NA,2,16351,"Suborder"
"12649",NA,13,16352,"Suborder"
"12650",NA,159,17655,"Family"
"12651",NA,2,17663,"Family"
"12652",NA,4,22557,"Genus"
"12653",NA,248,22563,"Family"
"12654",NA,1,22984,"Family"
"12655",NA,1,23093,"Family"
"12656",NA,1674,100730,"Genus"
"12657",NA,3,100758,"Genus"
"12658",NA,1,101432,"Genus"
"12659",NA,3,101433,"Genus"
"12660",NA,3,101455,"Genus"
"12661",NA,1,101457,"Genus"
"12662",NA,5,101492,"Genus"
"12663",NA,8,101494,"Genus"
"12664",NA,8,101501,"Genus"
"12665",NA,1,101507,"Genus"
"12666",NA,27,101520,"Genus"
"12667",NA,13,101521,"Genus"
"12668",NA,1,101678,"Genus"
"12669",NA,1,101684,"Genus"
"12670",NA,22,101735,"Genus"
"12671",NA,1,101757,"Genus"
"12672",NA,6,101759,"Genus"
"12673",NA,9,101774,"Genus"
"12674",NA,12,103475,"Genus"
"12675",NA,22,103987,"Genus"
"12676",NA,6,103990,"Genus"
"12677",NA,2,104119,"Genus"
"12678",NA,1,104132,"Genus"
"12679",NA,4,105502,"Genus"
"12680",NA,6,105506,"Genus"
"12681",NA,2,105786,"Subgenus"
"12682",NA,1,106117,"Genus"
"12683",NA,92,106264,"Family"
"12684",NA,4,106281,"Genus"
"12685",NA,4642,106285,"Genus"
"12686",NA,3,106286,"Genus"
"12687",NA,1,106324,"Family"
"12688",NA,17,106670,"Suborder"
"12689",NA,3,106753,"Family"
"12690",NA,1,106762,"Family"
"12691",NA,38,106896,"Genus"
"12692",NA,2,106899,"Genus"
"12693",NA,2,106916,"Genus"
"12694",NA,1,106952,"Genus"
"12695",NA,1,106960,"Genus"
"12696",NA,2,106965,"Genus"
"12697",NA,15,106984,"Genus"
"12698",NA,3,109396,"Order"
"12699",NA,4,109408,"Family"
"12700",NA,1,109413,"Family"
"12701",NA,33,109418,"Family"
"12702",NA,1,109421,"Family"
"12703",NA,11,109432,"Family"
"12704",NA,108,109435,"Family"
"12705",NA,1,109436,"Family"
"12706",NA,1,109467,"Genus"
"12707",NA,10,109492,"Genus"
"12708",NA,2,109502,"Genus"
"12709",NA,66,109510,"Genus"
"12710",NA,12,109518,"Genus"
"12711",NA,207,109524,"Genus"
"12712",NA,95,109543,"Genus"
"12713",NA,18,109556,"Genus"
"12714",NA,2,110434,"Subgenus"
"12715",NA,2,110436,"Subgenus"
"12716",NA,4,110723,"Order"
"12717",NA,1,110742,"Family"
"12718",NA,1,110789,"Family"
"12719",NA,1,110818,"Genus"
"12720",NA,4,110834,"Genus"
"12721",NA,3,110838,"Genus"
"12722",NA,2,110857,"Genus"
"12723",NA,1,110871,"Genus"
"12724",NA,1,110872,"Genus"
"12725",NA,4,110897,"Genus"
"12726",NA,6,110908,"Genus"
"12727",NA,1,110909,"Genus"
"12728",NA,1,110934,"Genus"
"12729",NA,1,110994,"Genus"
"12730",NA,8,111793,"Family"
"12731",NA,2,111794,"Family"
"12732",NA,3,111911,"Family"
"12733",NA,9,112021,"Genus"
"12734",NA,1,112039,"Genus"
"12735",NA,81,112219,"Genus"
"12736",NA,8,112223,"Genus"
"12737",NA,37,112226,"Genus"
"12738",NA,49,112227,"Genus"
"12739",NA,1,112244,"Genus"
"12740",NA,67,112280,"Genus"
"12741",NA,27,112283,"Genus"
"12742",NA,12,112288,"Genus"
"12743",NA,4,112292,"Genus"
"12744",NA,5,112311,"Genus"
"12745",NA,60,112315,"Genus"
"12746",NA,1,112325,"Genus"
"12747",NA,3,112336,"Genus"
"12748",NA,3,112352,"Genus"
"12749",NA,1,112353,"Genus"
"12750",NA,2,112385,"Genus"
"12751",NA,5,112416,"Genus"
"12752",NA,8,115073,"Family"
"12753",NA,1,115086,"Genus"
"12754",NA,1,116943,"Genus"
"12755",NA,351,117099,"Genus"
"12756",NA,2,117119,"Genus"
"12757",NA,2,117184,"Genus"
"12758",NA,6,118025,"Genus"
"12759",NA,6,118256,"Family"
"12760",NA,6,118261,"Family"
"12761",NA,2,118304,"Genus"
"12762",NA,6,118310,"Genus"
"12763",NA,2,118353,"Genus"
"12764",NA,16,118431,"Genus"
"12765",NA,1,118438,"Genus"
"12766",NA,1,119861,"Genus"
"12767",NA,1,119882,"Genus"
"12768",NA,8,119884,"Genus"
"12769",NA,22,119894,"Genus"
"12770",NA,3,122410,"Genus"
"12771",NA,2,123088,"Order"
"12772",NA,3,123138,"Family"
"12773",NA,1,123156,"Family"
"12774",NA,1,123159,"Family"
"12775",NA,4,123168,"Family"
"12776",NA,2,123191,"Family"
"12777",NA,1,123220,"Genus"
"12778",NA,8,123321,"Genus"
"12779",NA,1,123387,"Genus"
"12780",NA,1,123397,"Genus"
"12781",NA,1,123436,"Genus"
"12782",NA,4,125271,"Family"
"12783",NA,19,125273,"Family"
"12784",NA,30,125277,"Family"
"12785",NA,356,125309,"Genus"
"12786",NA,1,125328,"Genus"
"12787",NA,1,125440,"Family"
"12788",NA,3,125475,"Family"
"12789",NA,8,125557,"Family"
"12790",NA,3,125720,"Genus"
"12791",NA,1,125729,"Genus"
"12792",NA,1,125735,"Genus"
"12793",NA,1,125740,"Genus"
"12794",NA,106,125944,"Genus"
"12795",NA,2,125948,"Genus"
"12796",NA,12,125979,"Genus"
"12797",NA,2,125984,"Genus"
"12798",NA,22,125985,"Genus"
"12799",NA,3,125991,"Genus"
"12800",NA,2,126081,"Genus"
"12801",NA,1,126108,"Genus"
"12802",NA,18,126129,"Genus"
"12803",NA,265,126271,"Subgenus"
"12804",NA,5,127520,"Genus"
"12805",NA,1,127548,"Genus"
"12806",NA,1,128632,"Genus"
"12807",NA,10,128635,"Genus"
"12808",NA,6,129207,"Genus"
"12809",NA,1,129397,"Genus"
"12810",NA,3,129513,"Genus"
"12811",NA,1,129542,"Genus"
"12812",NA,3,129553,"Genus"
"12813",NA,1,129608,"Genus"
"12814",NA,1,129687,"Genus"
"12815",NA,24,129705,"Genus"
"12816","Hydroides pseudouncinata",1,131012,"Species"
"12817",NA,3,131623,"Family"
"12818",NA,1,131626,"Family"
"12819",NA,2,131636,"Family"
"12820",NA,3,131748,"Genus"
"12821",NA,23,131790,"Genus"
"12822",NA,3,131885,"Genus"
"12823",NA,1,131916,"Genus"
"12824",NA,4,131954,"Genus"
"12825",NA,66,131979,"Genus"
"12826",NA,7,132036,"Genus"
"12827",NA,8987,132070,"Genus"
"12828",NA,1,132122,"Genus"
"12829",NA,182,134524,"Genus"
"12830",NA,5,134527,"Genus"
"12831",NA,3,134531,"Genus"
"12832",NA,19,134534,"Genus"
"12833",NA,3,134569,"Genus"
"12834",NA,1,134576,"Genus"
"12835",NA,1,134589,"Genus"
"12836",NA,2,134918,"Family"
"12837",NA,25,134929,"Genus"
"12838",NA,1,134932,"Genus"
"12839",NA,1,134937,"Genus"
"12840",NA,1,135075,"Family"
"12841",NA,357,135381,"Genus"
"12842",NA,351,135386,"Genus"
"12843",NA,4,136205,"Genus"
"12844",NA,2,137042,"Genus"
"12845",NA,103,137213,"Order"
"12846",NA,196,137219,"Genus"
"12847",NA,352,137236,"Genus"
"12848",NA,2,137390,"Genus"
"12849",NA,4,137651,"Genus"
"12850",NA,28,137682,"Genus"
"12851",NA,7,137702,"Genus"
"12852",NA,3,137714,"Genus"
"12853",NA,1,137727,"Genus"
"12854",NA,2,137860,"Genus"
"12855",NA,1,137893,"Genus"
"12856",NA,1,137904,"Genus"
"12857",NA,1,137924,"Genus"
"12858",NA,15542,138007,"Genus"
"12859",NA,1,138019,"Genus"
"12860",NA,6,138109,"Genus"
"12861",NA,2,138155,"Genus"
"12862",NA,2,138182,"Genus"
"12863",NA,1,138227,"Genus"
"12864",NA,4,138275,"Genus"
"12865",NA,1,138286,"Genus"
"12866",NA,1,138331,"Genus"
"12867",NA,29,138446,"Genus"
"12868",NA,5,138495,"Genus"
"12869",NA,1,138577,"Genus"
"12870",NA,1,138629,"Genus"
"12871",NA,1,138634,"Genus"
"12872",NA,7,142060,"Family"
"12873",NA,1,142331,"Genus"
"12874",NA,1,142412,"Genus"
"12875",NA,1,142460,"Genus"
"12876",NA,14,143661,"Family"
"12877",NA,1,143732,"Family"
"12878",NA,1,143760,"Family"
"12879",NA,1,143765,"Family"
"12880",NA,4,143801,"Genus"
"12881",NA,1,143901,"Genus"
"12882",NA,6,143903,"Genus"
"12883",NA,1,143942,"Genus"
"12884",NA,1,144023,"Genus"
"12885",NA,3,144029,"Genus"
"12886",NA,158,144061,"Genus"
"12887",NA,2,144084,"Genus"
"12888",NA,2,144175,"Genus"
"12889",NA,2,144177,"Genus"
"12890",NA,1,144232,"Genus"
"12891",NA,3,144235,"Genus"
"12892",NA,3,144241,"Genus"
"12893",NA,1,144248,"Genus"
"12894","Cystoseira amentacea",94,145506,"Species"
"12895",NA,3,146161,"Genus"
"12896",NA,1,146167,"Genus"
"12897",NA,16,146174,"Genus"
"12898",NA,5,146182,"Genus"
"12899",NA,8,146208,"Family"
"12900",NA,59,146551,"Genus"
"12901",NA,906,146562,"Genus"
"12902",NA,80,146570,"Genus"
"12903",NA,24,146573,"Genus"
"12904",NA,43,146590,"Genus"
"12905",NA,4,146596,"Genus"
"12906",NA,111,146603,"Order"
"12907",NA,802,146617,"Genus"
"12908",NA,11,146627,"Genus"
"12909",NA,7,146655,"Genus"
"12910",NA,178,146677,"Genus"
"12911",NA,1035,146715,"Genus"
"12912",NA,26,146968,"Genus"
"12913",NA,4,146991,"Genus"
"12914",NA,116,147060,"Genus"
"12915",NA,1,148628,"Family"
"12916",NA,2,148670,"Genus"
"12917",NA,2,148902,"Subclass"
"12918",NA,655,148904,"Family"
"12919",NA,69,148916,"Family"
"12920",NA,1,148943,"Family"
"12921",NA,1,148946,"Family"
"12922",NA,1000,148952,"Family"
"12923",NA,280,148959,"Genus"
"12924",NA,26,148966,"Family"
"12925",NA,222,148984,"Family"
"12926",NA,922,149002,"Family"
"12927",NA,1,149006,"Family"
"12928",NA,3,149007,"Genus"
"12929",NA,132,149010,"Family"
"12930",NA,16,149021,"Family"
"12931",NA,9,149032,"Family"
"12932",NA,1,149037,"Family"
"12933",NA,34,149048,"Order"
"12934",NA,83,149056,"Genus"
"12935",NA,7,149091,"Family"
"12936",NA,16,149136,"Genus"
"12937",NA,5,149138,"Genus"
"12938",NA,49,149144,"Genus"
"12939",NA,4,149190,"Family"
"12940",NA,1,149279,"Genus"
"12941",NA,1,149391,"Genus"
"12942",NA,5,149488,"Genus"
"12943",NA,64,149510,"Genus"
"12944",NA,1,149512,"Genus"
"12945",NA,26,149515,"Family"
"12946",NA,17,149521,"Genus"
"12947",NA,31,149537,"Family"
"12948",NA,14,149565,"Genus"
"12949",NA,14,149571,"Genus"
"12950",NA,806,149659,"Family"
"12951",NA,40,150321,"Family"
"12952",NA,1,150771,"Genus"
"12953",NA,9,150869,"Subfamily"
"12954",NA,1,151409,"Family"
"12955",NA,1,151478,"Family"
"12956",NA,14,152248,"Genus"
"12957",NA,1,152382,"Subgenus"
"12958",NA,1,153582,"Superfamily"
"12959",NA,1,153661,"Superfamily"
"12960",NA,1,154132,"Family"
"12961",NA,2,154152,"Subfamily"
"12962",NA,1,154208,"Genus"
"12963",NA,1,154271,"Genus"
"12964",NA,44,154315,"Genus"
"12965",NA,2,155086,"Subclass"
"12966",NA,13,155716,"Superfamily"
"12967",NA,1,155729,"Superfamily"
"12968",NA,1,156884,"Family"
"12969",NA,1,156946,"Genus"
"12970",NA,4,156953,"Genus"
"12971",NA,36,157059,"Genus"
"12972",NA,3,157257,"Family"
"12973",NA,50,157409,"Genus"
"12974",NA,343,157438,"Genus"
"12975",NA,1,158061,"Genus"
"12976",NA,13,159380,"Genus"
"12977",NA,58,160519,"Genus"
"12978",NA,5,160542,"Genus"
"12979",NA,27,160548,"Genus"
"12980",NA,3,160550,"Genus"
"12981",NA,235,160561,"Genus"
"12982",NA,3,160575,"Family"
"12983",NA,224,160584,"Genus"
"12984",NA,49,160590,"Genus"
"12985",NA,3,162251,"Family"
"12986",NA,9,162518,"Genus"
"12987",NA,2,162546,"Genus"
"12988",NA,31,162630,"Genus"
"12989",NA,38,162715,"Genus"
"12990",NA,45,162725,"Genus"
"12991",NA,14,162934,"Genus"
"12992",NA,2,163108,"Genus"
"12993",NA,25,163339,"Genus"
"12994",NA,2,163401,"Genus"
"12995",NA,884,163505,"Subfamily"
"12996",NA,2,163946,"Genus"
"12997",NA,1,164093,"Genus"
"12998",NA,27,171489,"Subgenus"
"12999",NA,4,172438,"Genus"
"13000","Phascolion (Phascolion) strombus",1285,175043,"Species"
"13001",NA,1,175142,"Genus"
"13002",NA,699,177588,"Genus"
"13003",NA,3,178591,"Genus"
"13004",NA,17,178594,"Genus"
"13005",NA,5,178609,"Genus"
"13006",NA,7,178617,"Genus"
"13007",NA,10,178623,"Genus"
"13008",NA,1,178928,"Genus"
"13009",NA,1,178946,"Genus"
"13010",NA,1,178949,"Genus"
"13011",NA,6,180390,"Genus"
"13012",NA,85,181536,"Genus"
"13013",NA,1,183494,"Subclass"
"13014",NA,1,183539,"Genus"
"13015",NA,8,183562,"Genus"
"13016",NA,86,203911,"Genus"
"13017",NA,2,203965,"Genus"
"13018",NA,2,204158,"Genus"
"13019",NA,1,204225,"Genus"
